sentence_id	sentence	label_id	definition
167	Equally important was dialogue <head>on</head> matters of purpose and policy within each school , especially between head and staff .	7	having (the thing mentioned) as a topic; about (e.g., knowledge on sailing)
168	As the holders of information on data as well as on their origins and their users , archives are in a unique position to promote dialogue <head>on</head> analytical methods and research .	7	having (the thing mentioned) as a topic; about (e.g., knowledge on sailing)
169	Mann 's decision to enter into talks came in response to repeated offers by Shekhar 's new government to open a dialogue <head>on</head> Punjab .	7	having (the thing mentioned) as a topic; about (e.g., knowledge on sailing)
170	Clearchus wrote a dialogue <head>on</head> sleep , in which he introduced his master Aristotle as the main speaker .	7	having (the thing mentioned) as a topic; about (e.g., knowledge on sailing)
171	` Please accept my apologies for having to cancel our meeting <head>on</head> the 24th January .	16	indicating a time; at the time of (e.g., happened on Oct. 22nd)
172	Just heard <head>on</head> the World Service that Leeds lost 2-1 at Norwich .	19	indicating the means/medium used for storing or transmitting information (e.g., talked on the phone)
173	He had once questioned her <head>on</head> this point , saying that a man of his age preferred younger women to be seen out with .	7	having (the thing mentioned) as a topic; about (e.g., knowledge on sailing)
174	Credit card donations to the Ethiopia famine appeal <head>on</head> TV and radio reached $377,882 within hours .	19	indicating the means/medium used for storing or transmitting information (e.g., talked on the phone)
175	"We urged <head>on</head> him that the RUC must be given a ` fraud squad "" as quickly as possible ."	23	indicating the target of some action or behavior; metaphorically onto or against (e.g., get revenge on Sam)
176	But he urged <head>on</head> me that it was the Prime Minister 's particular wish that I should do anything I could to prevent its publication .	23	indicating the target of some action or behavior; metaphorically onto or against (e.g., get revenge on Sam)
177	The answer <head>on</head> this subject that I gave in November made it perfectly clear that the decision is mine and nobody else 's .	7	having (the thing mentioned) as a topic; about (e.g., knowledge on sailing)
178	It was not as long as his previous answer <head>on</head> economic and monetary union , but it was close .	7	having (the thing mentioned) as a topic; about (e.g., knowledge on sailing)
179	These were the motives that lay behind yesterday's momentous announcement <head>on</head> the end of their marriage , says leading royal biographer Penny Junor.	7	having (the thing mentioned) as a topic; about (e.g., knowledge on sailing)
180	Speaking on the eve of an expected announcement <head>on</head> energy taxes by the Clinton administration , Mr DeCrane said that global climatic change was a complicated issue in which stringent environmental policies were being proposed with little regard to cost.	7	having (the thing mentioned) as a topic; about (e.g., knowledge on sailing)
181	The initial debacle was as much a comment <head>on</head> the inability of society--as of the Red Army--to withstand the blow directed against it .	7	having (the thing mentioned) as a topic; about (e.g., knowledge on sailing)
182	All in all , though , this is still likely to be the sharpest comment <head>on</head> the venality and duplicity of the American political process you are likely to find this side of November ` 92 .	7	having (the thing mentioned) as a topic; about (e.g., knowledge on sailing)
183	Visitors to ancient monastic sites often comment <head>on</head> an atmosphere of profound peace which they seem , instantly , to absorb .	7	having (the thing mentioned) as a topic; about (e.g., knowledge on sailing)
184	I then asked him to comment <head>on</head> the extent to which recommendations to the Senior Management Team contained in the report appeared to have been implemented .	7	having (the thing mentioned) as a topic; about (e.g., knowledge on sailing)
185	British Coal would not comment <head>on</head> the protests by Lancashire Women Against Pit Closures .	7	having (the thing mentioned) as a topic; about (e.g., knowledge on sailing)
186	In the nursery school , both the researcher and the headteacher with her staff commented independently <head>on</head> what the returns might suggest .	7	having (the thing mentioned) as a topic; about (e.g., knowledge on sailing)
187	IN 1984 , when Britain and China initialled their momentous Joint Declaration <head>on</head> the Question of Hong Kong , the colony still had the successful salesman 's ability to counterfeit boundless enthusiasm .	7	having (the thing mentioned) as a topic; about (e.g., knowledge on sailing)
188	The key resolution called on representatives to approve the Harare declaration <head>on</head> negotiations with the government of Mr F.W. de Klerk .	7	having (the thing mentioned) as a topic; about (e.g., knowledge on sailing)
189	"The summit declaration <head>on</head> Germany , which spoke about ` unity "" rather than ` reunification "" , was reached after a protracted and at times acrimonious debate among the 12 EC heads of government ."	7	having (the thing mentioned) as a topic; about (e.g., knowledge on sailing)
190	This had a greater impact on Moscow since it was followed by the declaration <head>on</head> the neutrality of Laos on 23 July adopted by the states which participated in the Geneva Conference .	7	having (the thing mentioned) as a topic; about (e.g., knowledge on sailing)
191	In a further declaration <head>on</head> arms control , Foreign Ministers stressed their readiness to prevent the proliferation of weapons of mass destruction and control the spread of missile technology .	7	having (the thing mentioned) as a topic; about (e.g., knowledge on sailing)
